pH,Temp,Voltage,QC
2.12,41.59,17.78,0
2.02,44.27,19.36,0
2.03,44.12,19.47,0
2.27,36.52,13.59,0
1.98,43.89,12.58,0
1.96,44.5,19.11,0
1.98,40.3,18.43,0
2.16,44.64,18.56,0
2.14,44.65,17.38,0
1.87,40.34,19.97,0
1.93,42.47,16.89,0
2.01,41.19,19.78,0
2.19,43.41,17.48,0
1.93,40.74,17.82,0
2,42.47,18.8,0
2.02,40.07,19.27,0
2.16,42.3,19.05,0
2,40.04,17.69,0
2.15,42.99,19.26,0
1.82,42.9,17.03,0
2.13,42.77,18.57,0
1.91,41.04,18.94,0
1.89,44.64,15.84,0
1.93,44.52,15.81,0
2.1,42.8,18.29,0
1.85,42.21,17.71,0
2.13,41.64,18.84,0
2.12,42.61,15.97,0
1.89,41.44,17.93,0
2.08,44,15.35,0
2.1,42.84,19.34,0
2.15,40.15,17.75,0
2.14,44.66,17.49,0
2.18,41.74,18.7,0
1.98,42.94,16.68,0
1.81,40.2,17.9,0
1.92,43.37,19.84,0
1.95,43.92,18.32,0
1.9,41.38,18.3,0
2.11,43.85,15.94,0
1.81,40.76,16.1,0
2.09,43.04,15.53,0
1.91,40.72,15.09,0
2.17,42.59,15.62,0
1.99,41.31,17.79,0
1.87,42.85,18.35,0
2.19,42.01,15.04,0
1.94,43.41,18.52,0
2.13,42.39,19.62,0
2.15,42.76,19.15,0
1.94,40.95,16.8,0
2.49,42.73,16.13,0
2.09,40.94,15.57,0
2.43,43.9,17.1,0
1.85,41.13,15.43,0
1.97,41.78,19.96,0
1.88,42.7,18.18,0
1.95,43.78,17.72,0
1.89,44.51,15.24,0
2.05,42.24,15.19,0
2.1,43.46,18.62,0
1.97,42.29,17.07,0
2.15,43.57,17.13,0
1.83,42,16.7,0
2.03,41.28,15.9,0
2.17,44.62,15.42,0
1.86,40.51,19.95,0
1.93,43.85,17.62,0
1.99,44.07,15.42,0
1.96,44.28,16.65,0
2.11,43.63,16.84,0
2.04,42.27,18.08,0
2.12,41.97,16.34,0
1.88,42.18,19.77,0
2.01,43.34,18.93,0
2.19,40.94,16.82,0
1.99,40.47,16.94,0
2.17,43.09,18.87,0
1.9,43.37,18.14,0
2.1,42.97,19.17,0
2.19,40.29,18.57,0
1.99,41.34,16.22,0
1.98,42.55,15.74,0
2.16,44.54,16.47,0
2.16,41.18,18.49,0
2.1,40.32,19.93,0
2.15,42.83,15.48,0
2.04,41.97,16.69,0
1.87,42.69,18.7,0
2.08,44.6,17.38,0
1.9,41.11,15.13,0
2.01,41.3,18.68,0
1.89,42.21,16.38,0
2.04,42.22,15.52,0
1.89,44.58,15.7,0
2.18,42.94,16.08,0
1.94,41.35,19.17,0
1.83,42.2,16.25,0
2.04,41.33,18.29,0
2.04,42.58,18.74,0
1.97,42.86,17.08,0
2.17,41.24,15.03,0
2.11,43.45,16.7,0
2.05,42.97,16.29,0
2.18,44.62,17.6,0
2.14,37.59,19.96,0
2.18,43.61,17.73,0
2.03,40.96,15.25,0
2.12,40.68,16.47,0
1.94,42.76,17.84,0
1.94,42.52,16.49,0
2.02,41.77,19.99,0
2,40.46,17.98,0
1.85,40.01,17.65,0
1.82,41.64,16.13,0
1.91,42.83,11.57,0
1.96,42.85,18.88,0
2.14,40.61,19.29,0
1.93,41.47,17.91,0
1.86,41.18,18.47,0
1.93,42.67,18.89,0
1.97,42.8,15.12,0
1.92,40.65,17.03,0
1.86,44.87,18.45,0
1.84,43.8,16.58,0
2.05,41.19,15.15,0
2.13,40.24,18.8,0
1.98,41.95,19.49,0
2,44.4,15.75,0
1.86,41.43,19.53,0
1.93,42.68,15.67,0
1.97,43.9,19.4,0
2.08,41.63,18.36,0
1.89,40.49,19.5,0
1.84,43.36,15.78,0
2.14,44.73,19.46,0
1.87,40.19,15.79,0
2.06,41.93,19.79,0
2.04,42.86,19.73,0
2.19,42,17.38,0
2.12,44.25,16.69,0
2.04,41.63,17.59,0
2.15,44.98,15.74,0
1.93,44.96,19.62,0
1.88,42.48,16.93,0
2.15,44.89,18.62,0
2.02,44.59,16.11,0
1.84,42.45,18.21,0
2.06,40.78,15.31,0
1.91,42.83,11.57,0
1.94,44.42,18.83,0
1.91,42.83,11.57,0
1.94,43.91,17.36,0
1.87,44.48,16.86,0
2.13,43.32,19.14,0
2.02,40.82,17.27,0
2.1,42.7,15.19,0
2.13,41.39,19.28,0
2.09,40.89,16.86,0
2.04,40.29,18.77,0
1.87,42.7,16.75,0
2.14,44.27,16.31,0
2.09,43.23,18.83,0
1.99,42.08,19.45,0
1.82,42.47,17.64,0
2.03,40.78,19.08,0
2.07,41.9,16.44,0
1.87,40.06,19.39,0
1.88,44.55,18.32,0
1.86,41.3,19.07,0
1.98,40.05,15.15,0
1.89,42.02,19.4,0
1.94,44.02,17.58,0
2.02,41.49,16.01,0
2.07,43.94,16.94,0
2,40.23,19.34,0
1.91,42.83,11.57,0
1.95,40.03,15.84,0
2.12,42.8,17.45,0
1.91,43.89,19.68,0
1.84,41.06,16.86,0
2.19,41.72,18.45,0
2.13,42.66,16.49,0
2.01,40.5,15.7,0
2.03,42.34,18,0
2.07,41.88,19.16,0
1.93,43.75,18.63,0
2.09,41.77,16.27,0
1.87,40.76,16.82,0
1.88,40.98,18.75,0
1.94,43.54,19.47,0
2.02,44.36,16.22,0
1.96,43.68,11.05,0
2.14,41.22,18.71,0
2.17,42.82,15.49,0
1.97,40.19,17.2,0
2.18,40.06,18.93,0
2.11,41.85,19.21,0
1.9,44.86,18.51,0
1.91,42.72,19.73,0
1.92,42.94,17.97,0
1.96,43.68,11.05,0
2.13,44.76,16.05,0
1.89,44.52,18.42,0
2.08,44.99,15.77,0
2.05,43.01,15.92,0
1.85,40.43,19.08,0
2.14,41.19,17.53,0
1.98,43.4,15.24,0
1.96,43.21,17.13,0
2.11,43.12,19.23,0
1.96,44.83,15.61,0
1.85,43.4,19.51,0
1.96,43.83,16.6,0
1.96,43.68,11.05,0
2.04,40.7,16.26,0
2.04,43.21,15.82,0
2.06,42.55,15.65,0
2.12,41.71,19.33,0
2.14,41.01,17.9,0
2.08,44.3,18.34,0
2.01,43.82,16.32,0
1.96,43.93,15.91,0
1.88,41.47,18.85,0
2.14,41.13,18.45,0
1.82,42.13,18.48,0
2.09,40.02,19.16,0
1.82,44.36,16.37,0
1.83,43.81,17.46,0
2.17,43.54,16.27,0
2.06,42.35,17.07,0
1.98,44.18,15.26,0
2.05,42.5,17.08,0
1.83,42.85,17.66,0
2.14,42.65,19.8,0
1.88,40.12,18.63,0
1.86,41.82,16.82,0
1.98,43.27,16.29,0
2.05,40.15,17.88,0
1.94,44.33,19.29,0
2.18,40.97,17.75,0
2,40.93,18.27,0
1.94,43.8,18.07,0
1.82,44.58,16.93,0
1.97,44.78,17.64,0
2.05,44.84,18.76,0
1.88,40.05,18.88,0
2.16,43.74,16.91,0
1.96,43.68,11.05,0
1.82,42.81,17.16,0
2.17,43.03,16.9,0
1.84,42.03,17.29,0
2.19,44,18.48,0
2.1,43.93,15.87,0
2.01,42.03,17.47,0
1.81,44.55,17.7,0
2.14,44.64,19.42,0
2.16,44.12,16.52,0
1.86,42.14,16.15,0
2.05,44.81,17.69,0
1.84,42.38,19.64,0
2.16,44.57,19.92,0
1.88,40.46,18.22,0
1.9,41.83,18.82,0
1.96,43.12,17.72,0
2.15,44.26,17.18,0
1.99,42.25,15.41,0
2.42,44.4,13.94,0
2.02,44.01,18.59,0
2.03,42.34,19.38,0
1.86,41.46,15.85,0
1.98,42.17,17.52,0
2.04,40.19,17.46,0
2.1,44.01,16.41,0
1.86,41.78,17.56,0
1.84,42.52,17.93,0
1.96,41.35,18.38,0
1.89,44.69,16.75,0
1.92,43.26,19.17,0
2.07,43.4,16.39,0
2.13,44.6,16.35,0
2.48,44.53,18.47,0
2.17,42.18,16.83,0
1.82,40.76,17.25,0
2.03,44.69,16.37,0
2.1,43.84,17.8,0
1.86,44.27,15.39,0
2.07,40.56,19.07,0
1.86,43.01,16.96,0
1.85,43.16,17.43,0
2.12,42.28,17.39,0
1.87,44.89,15.59,0
2.02,40.15,18.64,0
1.98,42.33,15.81,0
1.95,43.69,17.2,0
1.93,40.11,19.54,0
2.16,41.51,17.22,0
1.87,44.41,19.7,0
1.92,42.07,17.95,0
2.06,42.79,19.71,0
2.15,42.82,18.17,0
1.82,41.89,18.13,0
1.94,44.84,18.01,0
1.92,44.29,15.88,0
2.01,43.75,17.06,0
1.87,44.7,19.12,0
1.89,43.18,16.09,0
2.04,44.38,16.86,0
2.08,42.04,17.1,0
1.88,43.62,19.55,0
2.1,41.79,18.59,0
2,40.07,19.97,0
2.14,44.51,17.14,0
1.94,40.64,19.66,0
1.95,44.97,15.78,0
2.02,41.21,16.45,0
1.94,41.85,18.96,0
1.95,41.97,19.42,0
2.05,43.14,18.41,0
1.91,42.83,11.57,0
1.83,42.62,17.39,0
1.96,41.94,16.12,0
1.88,42.48,17.62,0
2.01,41.75,17.63,0
2.03,41.91,15.73,0
2.14,40.11,18.38,0
2.17,43.5,17.9,0
1.97,41.21,16.6,0
2.12,43.43,16.22,0
1.91,40.55,15.54,0
1.88,42.19,17.28,0
2.11,44.81,18.76,0
2.04,41.32,18.87,0
1.92,40.08,19.37,0
1.91,44.02,15.47,0
1.89,42.34,19.46,0
2.02,44.84,15.61,0
1.85,43.97,17.58,0
2.1,42.03,16.15,0
2.08,41.6,16.77,0
2.16,43.46,19.94,0
1.92,43.57,16.87,0
2.06,40.7,18.2,0
2.09,40.99,16.7,0
1.87,40.49,19.24,0
2.18,42.89,17.4,0
1.98,44.32,15.51,0
2.1,44.3,15.49,0
1.95,44.49,18.35,0
1.9,43.97,15.27,0
1.93,41.13,15.82,0
2.06,42.32,19.87,0
2.09,42.54,15.62,0
2.03,42.01,15.67,0
1.81,43.56,18.13,0
1.88,41.66,17.72,0
2.02,40.61,16.67,0
2.19,42.96,18.06,0
1.94,42.57,17.38,0
1.84,43.02,18.8,0
1.82,41.73,18.26,0
1.91,42.78,16.2,0
2.03,44.84,17.12,0
1.9,42.57,17.04,0
2.03,43.04,15.1,0
1.97,41.74,19.38,0
1.96,42.44,17.44,0
1.91,42.83,11.57,0
1.91,42.83,11.57,0
1.89,41.6,18.2,0
1.85,43.81,18.8,0
2.03,44.08,16.65,0
1.84,44.8,19.96,0
1.95,42.97,19.63,0
1.98,42.2,15.22,0
2.01,40.76,17.22,0
1.91,42.83,11.57,0
2.17,41.51,17.36,0
1.98,44.9,15.96,0
1.88,42.96,16.61,0
1.98,42.96,15.39,0
1.91,43.17,16.82,0
2.03,43.83,19.99,0
1.82,40.32,16.56,0
2.04,44.93,18.7,0
1.88,40.79,18.48,0
2,43.25,18.37,0
2.06,43.07,18.19,0
2.05,40.82,16.54,0
1.81,41.99,15.18,0
1.87,41.32,19.75,0
2.04,44.63,19.18,0
1.92,42.88,17.93,0
1.97,43.21,17.71,0
1.9,42.45,18.69,0
2.08,42.86,17.67,0
2.06,42.59,15.29,0
1.93,42.84,16.1,0
1.98,44.41,16.18,0
1.89,42.19,16.81,0
1.82,43.66,16.13,0
2.07,44.47,17.6,0
1.86,41,16.56,0
2.07,40.3,19.69,0
2,44.03,18.65,0
2.01,44.96,16.36,0
2,41.74,16.66,0
1.89,43.51,18.08,0
1.92,41.93,18.34,0
1.94,42.23,19.27,0
1.82,44.55,19.03,0
2.04,44.05,18.13,0
2.12,41.33,18.36,0
1.96,44.32,18.23,0
2.03,41.74,17.68,0
2.08,44.4,15.21,0
1.86,43.55,16.13,0
1.91,42.53,19.59,0
2.16,42.31,16.48,0
1.97,41.55,18.52,0
2,41.43,18.93,0
2.13,41.12,15.69,0
2.06,43.26,17.8,0
1.83,43.34,16.46,0
2.12,41.43,15.09,0
2.06,41.69,15.51,0
2.11,41.95,16.02,0
2.16,42.56,18.14,0
1.9,44.66,16.76,0
2.13,41.6,17.67,0
2.04,41.32,17.8,0
1.92,42.66,17.52,0
1.82,43.71,19.2,0
1.94,40.83,16.61,0
2.08,40.34,17.43,0
1.84,41.26,17.49,0
2.1,41.89,16.19,0
2.05,41.11,18.44,0
2.06,42.98,18.71,0
2.01,42.11,17.74,0
2.1,42.22,16.44,0
1.85,43.06,17.39,0
2.13,42.94,18.03,0
2.14,40.98,18.63,0
2.02,44.82,19.84,0
2.02,42.07,16.57,0
2,44.34,18.12,0
1.86,40.33,16.43,0
1.99,42.63,18.02,0
1.83,41.17,17.11,0
2.02,41.99,16.33,0
1.87,44.66,18.37,0
1.84,43.34,17.62,0
1.87,44.26,16.14,0
2.15,40.16,16.98,0
2.17,44.02,15.5,0
2.11,43.92,17.02,0
1.97,40.25,15.28,0
2.05,40.87,17.2,0
1.84,44.77,18.54,0
2.04,43.08,18.4,0
1.92,40.92,19.11,0
2.12,41.51,15.26,0
2.17,44.6,17.13,0
2.04,42.3,19.11,0
2.19,42.07,17.78,0
2.01,43.53,15.47,0
1.82,44.04,15.19,0
1.99,43.89,16.76,0
1.87,40.38,15.59,0
2.07,40.48,16.4,0
2.06,41.98,17.18,0
2.16,42.18,17.67,0
2.47,44.02,16.08,0
1.94,43.89,18.14,0
2.02,40.14,18.08,0
1.98,43.36,18.71,0
1.9,43.2,18.45,0
2.04,42.42,18.77,0
2.17,40.23,15.16,0
1.98,44.09,17.85,0
1.91,42.14,16.37,0
1.89,44.77,17.54,0
2.11,42.11,15.45,0
2.02,43.84,18.73,0
2.09,42.21,19.29,0
2.04,41.16,16.46,0
2.04,43.23,17.2,0
1.85,40.41,17.01,0
1.93,42,18.6,0
1.98,43.09,18.56,0
2.17,42.54,17.24,0
1.93,40.09,19.01,0
2.17,43.14,17.62,0
1.86,43.22,15.76,0
2.18,43.78,18.89,0
1.84,42.99,16.01,0
1.85,41.11,15.18,0
1.84,42.97,18.65,0
2.17,40.15,17.63,0
2.17,43.2,18.64,0
1.9,41.24,15.53,0
2,42.84,18.54,0
1.97,43.89,17.24,0
2.11,44.68,17.48,0
2.04,42.21,19.19,0
1.84,43.93,19.11,0
1.86,40.71,17.53,0
2.19,42.31,16.03,0
1.9,43.41,16.19,0
1.94,43.75,17.1,0
2.14,40.05,18.29,0
2.09,40.85,19.51,0
2.11,44.17,16.48,0
2.14,41.75,18.5,0
1.97,41.92,15.66,0
1.97,41.07,15.39,0
2.11,40.26,19.54,0
1.99,43.37,19.79,0
2.04,42.83,18.27,0
2.1,40.64,16.59,0
1.85,40.63,17.41,0
2.19,41.02,16.79,0
1.97,44.47,17.36,0
2.09,41.45,15.29,0
2.13,43.17,16.14,0
1.98,42.32,17.55,0
2.06,43.01,18.5,0
1.86,40.2,18.17,0
2.28,41.23,16.8,0
1.95,44.97,16.75,0
2.03,42.38,16.4,0
2.18,41.69,19.6,0
2.04,43.64,16.72,0
1.92,42.29,17.55,0
1.87,41.18,18.01,0
2.09,43.42,16.96,0
2.08,44.82,19.98,0
1.9,41.46,17.62,0
2.19,43.21,18.74,0
2.1,43.98,19.92,0
2.02,40.41,18.83,0
2.1,41.7,16.57,0
1.84,43.04,15.26,0
2,42.96,16.27,0
2.05,41.18,17.9,0
1.93,42.67,18.84,0
2.06,42.98,17.49,0
1.93,40.94,18.74,0
2.28,41.23,16.8,0
1.81,42.12,18.53,0
2.08,42.23,17.69,0
1.98,41.49,19.26,0
2,43.49,15.04,0
1.85,44.72,16.89,0
2.28,41.23,16.8,0
1.93,43.49,17.5,0
2.15,42.95,15.5,0
1.91,44.97,15.02,0
1.81,43.84,19.35,0
1.82,40.79,17.75,0
1.99,41.33,16.16,0
2.16,44.26,15.18,0
2.07,41.7,17.01,0
2.11,42.5,17.7,0
2.12,40.81,16.46,0
2.08,44.62,19.6,0
2.11,41.16,17.42,0
1.87,40.03,19.5,0
1.95,44.04,19.52,0
2.17,42.24,17.38,0
1.84,44.41,17.77,0
1.91,40.13,15.77,0
2.16,43.88,15.76,0
1.87,42.83,19.04,0
2.15,42.35,19.26,0
1.98,40.84,15.7,0
2.14,40.49,19.42,0
1.81,42.02,18.23,0
1.97,40.34,16.87,0
2.15,43.49,18.1,0
2.08,41.69,17.27,0
2.18,41.94,16.51,0
1.95,42.89,15.65,0
1.81,42.92,18.16,0
2.19,44.45,17.95,0
2.02,42.79,18.12,0
1.91,42.54,19.89,0
1.84,42.1,19.71,0
2.15,40.5,18.76,0
2.04,44.3,16.68,0
2.28,41.23,16.8,0
1.88,44.19,15.56,0
2.08,43.8,15.24,0
1.83,41.98,18,0
2.11,41.4,16.83,0
2.1,40.51,15.91,0
2.13,42.52,16.6,0
1.96,43.01,16.43,0
2.03,43.22,19.17,0
1.86,40.52,17.79,0
2.13,40.02,15.28,0
2.06,41.26,16.17,0
2.09,40.88,16.95,0
1.85,43.96,16.55,0
2.05,43.8,16.65,0
2,41.69,18.78,0
1.81,41.22,17.79,0
2.03,42.04,19.48,0
1.88,43.25,15.03,0
2,40.52,19.73,0
2.17,40.02,16.67,0
2.15,44.9,15.41,0
2.01,42.87,16.86,0
1.89,42.22,15.22,0
2.02,41.21,18.1,0
2.07,44.77,15.23,0
2.1,44.27,18.21,0
1.93,43.37,17.29,0
1.85,44.08,18.39,0
1.87,43.35,17.82,0
2.01,43.99,15.46,0
1.82,43.69,19.25,0
2.08,41.42,15.44,0
2,43.08,16.01,0
2.19,44.72,19.93,0
1.94,43.55,17.7,0
2.19,41.16,16.5,0
2.04,43.86,17.73,0
1.97,42.76,18.81,0
1.99,42.52,17.7,0
2.1,41.31,15.89,0
1.82,42.4,19.01,0
2.18,44.08,18.67,0
2.15,42.94,17.8,0
1.83,44.17,17.82,0
1.99,44.07,18.3,0
1.9,42.2,17.9,0
2.19,44.31,15.89,0
1.98,44.44,19.18,0
1.94,40.82,18.8,0
2.08,40.97,16.81,0
1.91,43.57,19.44,0
2.17,41.58,18.35,0
1.81,40.91,18.74,0
2.02,40.52,17.53,0
2.13,44.34,16.46,0
1.81,42.95,19.06,0
1.91,42.31,17.88,0
1.82,43.82,18.12,0
1.91,44.48,17.12,0
1.91,43.23,19.11,0
2.08,41.24,16.84,0
1.83,42.25,17.12,0
1.93,42.32,18.03,0
1.95,40.79,16.86,0
1.88,43.18,15.9,0
1.99,43.13,19.97,0
2.17,41.29,16.56,0
2.1,42.31,19.86,0
2.07,40.76,18.86,0
1.91,40.49,16.74,0
1.88,44.56,18.44,0
2.17,44.35,19.65,0
2.05,41.12,17.94,0
1.87,42.99,16.92,0
1.83,41.81,15.86,0
2.13,40.48,15.56,0
2.08,44.37,18.14,0
1.94,42.06,17.47,0
2.26,41.82,19.05,0
1.82,40.95,17.37,0
2.04,40.37,19.95,0
2.15,40.54,16.41,0
2.05,43.17,18.72,0
2.47,44.54,18.94,0
2.03,43.3,18.89,0
1.93,42.83,17.02,0
2.14,42.08,18.54,0
1.99,43.96,19.03,0
1.89,44.32,15.61,0
1.86,42.13,18.92,0
2.05,43.43,17.99,0
1.83,41.55,17.31,0
1.88,44.83,18.79,0
2.15,44.97,15.35,0
1.96,44.58,15.29,0
2.04,41.26,19.85,0
2.01,43.63,18.33,0
2.13,42.25,17.64,0
2.03,37.34,16.02,0
1.87,42.72,19.09,0
2.04,43.37,17.7,0
2.1,42.38,18.14,0
2.17,44.63,18.26,0
1.99,42.64,18.98,0
2.07,42.04,18.3,0
2.11,44.73,16.95,0
2.03,42.95,15.38,0
2.03,41.73,15.37,0
2.17,41.16,17.49,0
1.81,40.58,16.12,0
2.15,41.08,18.95,0
2.06,43.37,15.07,0
1.92,43.4,18.2,0
1.9,44.23,17.5,0
2.14,42.99,15.07,0
2.09,41.49,17.49,0
2.13,43.13,16.26,0
2.19,40.06,18.82,0
2.01,43.35,19.88,0
1.99,41.24,18,0
2.01,41.08,18,0
1.84,44.25,19.18,0
2.02,42.91,17.56,0
2.19,43.75,17.02,0
1.91,44.37,17.67,0
2.11,42.08,15.96,0
2.13,40.94,15.47,0
2.05,43.44,16.46,0
1.88,44.7,15.9,0
1.92,41.51,15.71,0
2.03,41.13,16.88,0
1.92,41.62,17.78,0
1.84,42.63,18.59,0
2.15,41.16,19.41,0
2.07,43.55,15.84,0
2.08,41.08,18.38,0
1.85,44.88,19.57,0
1.95,43.55,17.08,0
2.09,44.68,19.42,0
2.05,41.95,15.51,0
2.14,42.31,19.04,0
1.91,42.69,19.36,0
1.93,42.27,15.38,0
2.09,42.91,16.55,0
1.95,43.88,16.95,0
2.08,44.2,16.09,0
2.02,43.89,16.56,0
1.81,40.36,15.9,0
1.99,41.64,17.36,0
1.81,40.27,19.03,0
1.96,40.43,17.43,0
2.03,43.19,17.92,0
1.93,40.78,17.1,0
1.92,41.95,19.91,0
2.09,42.99,15.85,0
1.99,43.16,17.22,0
1.94,40.97,18.07,0
2.1,40.82,16.63,0
2.15,40.21,16.93,0
2.09,42.7,17.9,0
1.91,43.97,19.41,0
2.18,43.77,18.64,0
2.08,40.46,17.83,0
2.11,41.32,19.01,0
2.13,40.62,16.33,0
1.95,42.91,19.98,0
2,44.67,17.48,0
1.88,42.11,17.19,0
1.84,40.17,18.94,0
2.03,41.47,19.34,0
2.01,44,17.82,0
2.12,43.92,17.88,0
1.98,44.57,17.04,0
2.06,42.33,18.68,0
1.83,42.73,19.9,0
2.14,43.25,16.2,0
2.19,41.06,18.01,0
2.03,41.89,17.23,0
1.85,41.27,16.45,0
2.14,42.02,19.75,0
2.17,41.62,17.94,0
2.18,41.66,17.75,0
1.98,44.97,19.9,0
2.08,41.45,18.61,0
1.94,43.03,19.92,0
1.99,41.55,17.8,0
1.85,41.78,16.82,0
1.86,44.75,19.57,0
1.81,44.62,19.84,0
1.89,40.63,15.2,0
2.14,40.59,15.54,0
2.09,44.67,15.34,0
2,40.58,16.33,0
2.16,41.77,16.48,0
2.09,40.42,16.53,0
1.93,44.38,15.27,0
1.81,44.54,15.85,0
2.09,42.8,15.47,0
1.9,43.72,16.97,0
1.87,42.19,16.7,0
2,44.77,17.71,0
2.16,41.21,17.48,0
2.09,41.51,15.1,0
2.05,43.56,15.18,0
2.11,40.65,17.45,0
1.92,42.94,18.9,0
1.93,44.67,18.12,0
2.12,41.5,19.16,0
2.05,44.75,16.71,0
2.04,41.73,16.14,0
1.94,42.72,15.58,0
1.99,42.03,15.16,0
2.08,44.55,17.6,0
2.18,42.91,19,0
1.95,43.11,17.13,0
1.81,41.95,15.82,0
1.98,43.06,19.23,0
2,41.84,16.33,0
2,40.8,19.49,0
1.82,41.46,18.82,0
2.03,44.38,18.78,0
1.84,44.86,17.84,0
2.18,41.69,18.57,0
2.01,43.08,15.8,0
1.98,41.86,18.04,0
1.89,43.74,17.99,0
2.16,40.5,16.15,0
1.9,43.74,16.67,0
2.4,41.17,18.22,0
1.91,42.8,18.96,0
1.99,42.12,16.31,0
2.19,43.61,17.02,0
2.18,42.9,16.22,0
2.05,43.64,17.11,0
2.05,42.83,15.57,0
2.11,42.97,19.73,0
1.94,40.74,16.59,0
2.04,40.29,15.64,0
1.86,43.65,17.97,0
2.19,44.8,15.23,0
1.82,41.58,19.13,0
2.13,41.36,19.25,0
1.87,44.62,18.69,0
2.1,42.78,17.62,0
1.85,44.82,17.05,0
1.93,41.36,18.8,0
1.93,44.68,17.79,0
2.13,42.65,18.5,0
2.19,41.51,16.32,0
2.37,43.06,19.35,0
2.06,44.49,17.45,0
1.83,40.47,16.72,0
2.01,43,15.07,0
1.95,41.95,17.78,0
2.07,41.27,18.6,0
2.06,42.26,18.48,0
2.1,42.12,19.47,0
1.88,40.27,18.5,0
1.98,42.86,17.45,0
2,40.58,15.87,0
2.02,43.02,18.67,0
1.83,42.38,17.95,0
1.97,42.74,18.18,0
2.09,41.46,15.97,0
2.1,44.64,16.12,0
2.11,41.47,16.33,0
1.84,43.58,17.32,0
1.89,43.45,16.6,0
1.83,40.32,17.67,0
1.92,44.82,19.2,0
2.01,43.16,18.54,0
1.85,42.74,18.71,0
1.88,42.81,18.54,0
1.9,43.83,17.33,0
2.13,44.68,16.99,0
2.04,42.07,19.1,0
1.98,42.89,19.6,0
1.89,41.36,18.69,0
2.15,40.56,15.63,0
2.13,41.07,17.59,0
2.19,40.76,18.99,0
2.09,41.36,16.88,0
2.18,40.93,18.58,0
1.97,40.02,15.91,0
1.93,40.31,17.77,0
2.1,43.84,19.22,0
1.96,40.47,15.77,0
1.81,43.09,18.91,0
1.97,40.48,17.31,0
2.04,43.93,19.1,0
1.95,44,18.72,0
2.13,41,18.34,0
1.85,42.48,17.02,0
1.89,43.06,17.99,0
2.01,43.64,17.77,0
2.14,42.31,15.93,0
1.86,41.89,18.26,0
2.04,44.16,17.25,0
1.87,44.3,18.27,0
1.85,41.98,19.77,0
1.87,44.94,17.14,0
2.05,42.87,16.3,0
2.13,40.86,18.83,0
1.86,43.88,16.62,0
1.95,43.3,17.75,0
2.24,40.88,15.82,0
2.12,44.03,16.02,0
2.04,40.94,17.76,0
1.85,41.95,18.54,0
1.96,43.82,17.56,0
2,44,17.51,0
1.99,44.53,18.43,0
2.16,42.27,16.69,0
2.24,40.88,15.82,0
2.01,42.33,16.37,0
1.84,44.07,16.17,0
2.05,43.17,16.82,0
2.24,40.88,15.82,0
1.98,41.68,17.66,0
2.09,44.7,19.64,0
1.81,43.61,16.55,0
1.84,40.65,15.94,0
1.9,44.4,18.38,0
1.95,40.12,17.82,0
2.08,43.37,15.09,0
2,43.41,19.82,0
1.96,40.62,15.43,0
2.17,43.63,16.7,0
2.16,41.27,17.74,0
1.94,41.6,18.53,0
1.9,41.61,19.33,0
1.82,41.03,16.41,0
2.08,43.13,16.35,0
1.86,43.98,18.26,0
1.94,43.95,16.91,0
1.95,40.67,19.4,0
2.05,44.38,19.59,0
2.07,40.12,17.95,0
1.83,40.94,16.16,0
1.92,40.11,19.72,0
1.95,40.44,16.44,0
2.09,44.18,18.64,0
1.81,44.14,18.47,0
2.24,40.88,15.82,0
1.92,44.45,19.66,0
1.91,41.52,19.01,0
2.03,41.63,18.48,0
1.84,42.76,17.59,0
1.87,42.54,16.98,0
2.06,43.7,16.66,0
2.06,43.38,15.87,0
2.16,41.91,17.58,0
2.19,41.9,16.83,0
1.93,44.37,19.08,0
1.99,41.23,18.61,0
1.95,41.28,16.62,0
2.03,43.66,17.97,0
2.1,40.89,15.7,0
2.04,40.58,15.64,0
2.09,44.14,18.81,0
2.22,37.53,15.21,0
1.94,44.53,17.43,0
1.84,44.02,19.62,0
2.07,44.64,15.59,0
2.22,37.53,15.21,0
2.09,42.71,18.01,0
2.09,42.51,17.19,0
1.92,41.52,19.79,0
1.81,42.48,16.96,0
2.15,40.87,17.88,0
1.94,43.55,17.43,0
2.16,42.63,18.93,0
2.07,43.02,19.7,0
2.05,42.31,19.57,0
1.89,40.69,16.85,0
1.99,42.1,16.9,0
1.89,41.08,16.55,0
2.08,41.92,17.2,0
2.22,37.53,15.21,0
2.15,40.32,17.82,0
1.81,40.64,16.88,0
2.22,37.53,15.21,0
1.91,43.25,19.21,0
2.1,40.44,16.88,0
2.17,42.15,19.93,0
2.17,44.92,18.33,0
2.15,43.32,15.94,0
1.97,40.38,18.73,0
2.17,41.82,18.5,0
2.18,42.37,17.63,0
1.98,44.21,18.35,0
2.09,40.77,19.1,0
1.85,41.58,15.92,0
2.1,44.44,17.37,0
2.13,40.82,18.9,0
1.99,40.01,19.03,0
2.09,42.17,17.48,0
1.92,40.3,17.81,0
1.86,42.3,15.52,0
1.83,41.63,16.8,0
2,42.04,15.25,0
1.87,43.8,18.94,0
1.81,42.57,19.88,0
2.15,41.45,18.98,0
1.87,42.35,16.33,0
1.9,42.52,18.49,0
1.88,41.94,19.43,0
1.87,42.92,16.88,0
2.05,42.42,17.64,0
1.86,43.68,17.47,0
1.89,43.96,16.9,0
2.11,40.24,19.35,0
2.06,43.96,16.53,0
